"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL4637048";"";"None";"442.45";"0";"1.69";"14d";"O=C(c1ccc(F)cc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C3CC3)[nH]c2=O)c1";"IC50";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629252";"Cytotoxicity against human BxPC3 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307637";"";""
"CHEMBL4637048";"";"None";"442.45";"0";"1.69";"14d";"O=C(c1ccc(F)cc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C3CC3)[nH]c2=O)c1";"IC50";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629253";"Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307768";"";""
"CHEMBL190059";"";"None";"333.39";"0";"1.94";"6a, cyclo-L-Trp-L-Phe";"O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032597";"Cytotoxicity against human K562 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"K562";"None";"";"";"";"CHEMBL385";"K562";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308378";"";""
"CHEMBL2031713";"";"None";"325.41";"0";"2.22";"13b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@H]1NC(=O)[C@H](C)NC1=O";"IC50";"'='";"84300.0";"nM";"4.07";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032599";"Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL3953294";"";"None";"468.41";"0";"0.88";"Fig 38, 20; KPU-35; NPI-2386";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(F)c2)[nH]c1=O.O=C(O)C(F)(F)F";"Activity";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"0";"CHEMBL3881634";"Induction of apoptosis in human Jurkat cells assessed as caspase3 activation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL397";"Jurkat";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307526";"";""
"CHEMBL4226520";"";"None";"429.48";"0";"1.30";"14";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc[nH]3)c2)[nH]c1=O";"IC50";"'>'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL4227940";"";"None";"446.53";"0";"2.03";"13e";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3cccs3)c2)[nH]c1=O";"IC50";"'='";"1.72";"nM";"8.76";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL4225376";"";"None";"446.53";"0";"2.03";"13d";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccsc3)c2)[nH]c1=O";"IC50";"'='";"1.56";"nM";"8.81";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL4225066";"";"None";"441.49";"0";"1.37";"13c";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccncc3)c2)[nH]c1=O";"IC50";"'='";"23.78";"nM";"7.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL3342339";"";"None";"395.42";"0";"1.35";"2";"O=C(c1ccccc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3ccccn3)[nH]c2=O)c1";"Activity";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4222809";"Antiproliferative activity against human BxPC3 cells at 12.5 nM after 72 hrs by MTT assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL191011";"";"None";"372.43";"0";"2.42";"1";"O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]c2ccccc12";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL974178";"Cytotoxicity against human K562 cells after 72 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"K562";"None";"";"";"";"CHEMBL385";"K562";"Homo sapiens";"CELL-LINE";"CHEMBL1142616";"1";"Scientific Literature";"J Nat Prod";"2000";"CHEMBL3308378";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"KPU-02; NPI-2358; tBu-delta-PLH";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Ratio IC50";"'='";"1.74";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881619";"Ratio of IC50 for taxol-resistant human MES-SA/Dx5 cells expressing MDR1 mRNA and P-gp to IC50 for taxol-resistant human MES-SA/Dx5 cells expressing MDR1 mRNA and P-gp pretreated with p-gp inhibitor cyclosporinA followed by compound addition";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MES-SA/Dx5";"None";"";"";"";"CHEMBL613827";"MES-SA/Dx5";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3308373";"";""
"CHEMBL2024101";"";"None";"336.40";"0";"0.96";"16";"CCC(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"30.5";"nM";"7.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2026543";"Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307768";"";""
"CHEMBL2024103";"";"None";"366.42";"0";"0.75";"18";"COc1cccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C(C)(C)C)[nH]c2=O)c1";"IC50";"'='";"26.1";"nM";"7.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2026543";"Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307768";"";""
"CHEMBL2024104";"";"None";"366.42";"0";"0.75";"19";"COc1ccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C(C)(C)C)[nH]c2=O)cc1";"IC50";"'='";"6570.0";"nM";"5.18";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2026543";"Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307768";"";""
"CHEMBL2022198";"";"None";"387.44";"0";"1.29";"55, KPU-101";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc3cnccc23)[nH]c1=O";"Activity";"'='";"37.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2027119";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at S phase at 30 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 39.9 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"50, KPU-105";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"Activity";"'='";"24.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2027124";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at G0/G1 phase at 3 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 43.9 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2024544";"";"None";"372.38";"0";"1.02";"33, KPU-89";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cc(F)ccc2F)[nH]c1=O";"Activity";"'='";"42.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2027125";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at S phase at 3 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 39.9 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2031705";"";"None";"311.39";"0";"1.83";"2b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)CNC1=O";"IC50";"'='";"82400.0";"nM";"4.08";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032598";"Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL2031710";"";"None";"325.41";"0";"2.22";"10b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O";"IC50";"'='";"89800.0";"nM";"4.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032598";"Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL2031705";"";"None";"311.39";"0";"1.83";"2b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)CNC1=O";"IC50";"'='";"85200.0";"nM";"4.07";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032599";"Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL365348";"";"None";"299.37";"0";"1.74";"3a, cyclo-L-Trp-L-Leu";"CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032597";"Cytotoxicity against human K562 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"K562";"None";"";"";"";"CHEMBL385";"K562";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308378";"";""
"CHEMBL2024545";"";"None";"370.84";"0";"1.39";"34";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2Cl)[nH]c1=O";"IC50";"'='";"46.3";"nM";"7.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2026543";"Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307768";"";""
"CHEMBL2048720";"";"None";"458.49";"0";"2.11";"16j";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc(F)cc3)c2)[nH]c1=O";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL2051663";"Antimitotic activity in human HeLa cells assessed as disruption of interphase microtubule network at 3 nM after 6 hrs by DAPI staining-based immunofluorescence analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2046436";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2048720";"";"None";"458.49";"0";"2.11";"16j";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc(F)cc3)c2)[nH]c1=O";"IC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2051660";"Cytotoxicity against human HeLa cells after 48 hrs by WST-8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2046436";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL126124";"";"None";"294.35";"0";"1.46";"19";"O=C1N[C@@H](Cc2ccccc2)C(=O)N[C@H]1Cc1ccccc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL1177619";"Cytotoxicity against human A2780 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL1177738";"1";"Scientific Literature";"J Nat Prod";"2010";"CHEMBL3308421";"";""
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"1";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"IC50";"'='";"0.63";"nM";"9.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL319291";"";"None";"350.42";"0";"2.07";"97";"C=CC(C)(C)c1[nH]cnc1/C=C1\NC(=O)[C@H](Cc2ccccc2)NC1=O";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4386401";"Antiproliferative activity against mouse P388 cells assessed as reduction in cell growth incubated for 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"P388";"None";"";"";"";"CHEMBL389";"P388";"Mus musculus";"CELL-LINE";"CHEMBL4385609";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3308401";"";""
"CHEMBL3342339";"";"None";"395.42";"0";"1.35";"KPU-300";"O=C(c1ccccc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3ccccn3)[nH]c2=O)c1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629253";"Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307768";"";""
"CHEMBL319291";"";"None";"350.42";"0";"2.07";"97";"C=CC(C)(C)c1[nH]cnc1/C=C1\NC(=O)[C@H](Cc2ccccc2)NC1=O";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4386400";"Antiproliferative activity against human WiDr cells assessed as reduction in cell growth incubated for 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"WiDr";"None";"";"";"";"CHEMBL614647";"WiDr";"Homo sapiens";"CELL-LINE";"CHEMBL4385609";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307674";"";""
"CHEMBL2048716";"";"None";"500.56";"1";"1.99";"16f";"COc1ccc(C(=O)c2cccc(/C=c3\[nH]c(=O)/c(=C/c4nc[nH]c4C(C)(C)C)[nH]c3=O)c2)cc1OC";"IC50";"'='";"7300.0";"nM";"5.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2051659";"Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL2046436";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3307768";"";""
"CHEMBL2048721";"";"None";"474.95";"0";"2.63";"16k";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3Cl)c2)[nH]c1=O";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2051659";"Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL2046436";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3307768";"";""
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"4, KPU-105";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2051657";"Cytotoxicity against human A549 cells after 48 hrs by WST-8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL2046436";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3307651";"";""
"CHEMBL2048720";"";"None";"458.49";"0";"2.11";"16j";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc(F)cc3)c2)[nH]c1=O";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL2051662";"Antimitotic activity in human HeLa cells assessed as change in dipolar spindle formation in metaphase at 1 nM after 6 hrs by DAPI staining-based immunofluorescence analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2046436";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2047546";"";"None";"273.29";"0";"-0.31";"8, cyclo(L-Trp-L-Ser-)";"O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1CO";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2214307";"Cytotoxicity against human NCI-H460 cells by SRB method";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL2203213";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307677";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"1, NPI-2358/KPU-2";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1110046";"Cytotoxicity against human HT-29 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL1157782";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307768";"";""
"CHEMBL4226696";"";"None";"417.47";"0";"-0.50";"9h";"CN1CCN(C(=O)c2cccc(/C=c3\[nH]c(=O)/c(=C/c4ccccn4)[nH]c3=O)c2)CC1";"IC50";"'>'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"1";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"Activity";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4222809";"Antiproliferative activity against human BxPC3 cells at 12.5 nM after 72 hrs by MTT assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL4063810";"";"None";"337.40";"0";"0.74";"MBRI-001";"[2H]/C(c1nc[nH]c1C(C)(C)C)=c1/[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Inhibition";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4236178";"Antitumor activity against human NCI-H460 cells xenografted in nude mouse assessed as inhibition of tumor weight at 3 mg/kg, iv administered once in every 2 days for 14 consecutive days relative to control";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4229536";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307677";"";""
"CHEMBL4063810";"";"None";"337.40";"0";"0.74";"MBRI-001";"[2H]/C(c1nc[nH]c1C(C)(C)C)=c1/[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Inhibition";"'='";"58.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4236180";"Antitumor activity against human NCI-H460 cells xenografted in nude mouse assessed as inhibition of tumor weight at 9 mg/kg, iv administered once in every 2 days for 14 consecutive days relative to control";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4229536";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307677";"";""
