,Mol_ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard_Type,Standard Relation,standard_value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target_Name,Target Organism,Target Type,Document_ID,Source ID,Source_Description,Document_Journal,Document_Year,Cell ChEMBL ID,Properties,Action Type
227,CHEMBL2048723,,None,474.95,0,2.63,16m,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc(Cl)cc3)c2)[nH]c1=O,IC50,'=',1.1,nM,8.96,,,UO_0000065,,,,,0,CHEMBL2051659,Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
228,CHEMBL2048720,,None,458.49,0,2.11,16j,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc(F)cc3)c2)[nH]c1=O,IC50,'=',0.8,nM,9.1,,,UO_0000065,,,,,0,CHEMBL2051657,Cytotoxicity against human A549 cells after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307651,,
229,CHEMBL3289280,,None,429.3,0,2.7,4n,C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
230,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',11.0,nM,7.96,,,UO_0000065,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
231,CHEMBL3289277,,None,428.41,0,2.41,4k,C=CCn1c(=O)/c(=C\c2ccccc2C(F)(F)F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',4600.0,nM,5.34,,,UO_0000065,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
232,CHEMBL3289277,,None,428.41,0,2.41,4k,C=CCn1c(=O)/c(=C\c2ccccc2C(F)(F)F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',2700.0,nM,5.57,,,UO_0000065,,,,,0,CHEMBL3294670,Cytotoxicity against human K562 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308378,,
233,CHEMBL3289269,,None,488.18,0,2.91,4c,C=CCn1c(=O)/c(=C\c2cccc(Br)c2)[nH]c(=O)/c1=C\c1cccc(Br)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
237,CHEMBL3289267,,None,399.28,0,2.69,4a,C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
238,CHEMBL3289275,,None,394.86,0,2.04,4i,C=CCn1c(=O)/c(=C\c2ccccc2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',9200.0,nM,5.04,,,UO_0000065,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
239,CHEMBL3289276,,None,378.4,0,1.53,4j,C=CCn1c(=O)/c(=C\c2ccccc2F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',25100.0,nM,4.6,,,UO_0000065,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
240,CHEMBL3289272,,None,394.86,0,2.04,4f,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',4500.0,nM,5.35,,,UO_0000065,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
241,CHEMBL3289278,,None,390.44,0,1.4,4l,C=CCn1c(=O)/c(=C\c2ccccc2OC)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',15700.0,nM,4.8,,,UO_0000065,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
242,CHEMBL3289279,,None,429.3,0,2.7,4m,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',2000.0,nM,5.7,,,UO_0000065,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
243,CHEMBL3289284,,None,374.44,0,1.7,4r,C=CCn1c(=O)/c(=C\c2ccc(C)cc2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
244,CHEMBL3289280,,None,429.3,0,2.7,4n,C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294670,Cytotoxicity against human K562 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308378,,
245,CHEMBL3289282,,None,457.3,0,2.29,4p,C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294670,Cytotoxicity against human K562 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308378,,
246,CHEMBL3289288,,None,389.24,0,2.04,4w,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c1=O,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294670,Cytotoxicity against human K562 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308378,,
247,CHEMBL3289281,,None,457.3,0,2.29,4o,C=CCn1c(=O)/c(=C\c2cc(Br)ccc2F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',12900.0,nM,4.89,,,UO_0000065,,,,,0,CHEMBL3294671,Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MOLT-4,None,,,,CHEMBL614177,MOLT-4,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307557,,
248,CHEMBL3289271,,None,439.31,0,2.15,4e,C=CCn1c(=O)/c(=C\c2cccc(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',1100.0,nM,5.96,,,UO_0000065,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
249,CHEMBL3289273,,None,378.4,0,1.53,4g,C=CCn1c(=O)/c(=C\c2cccc(F)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',2500.0,nM,5.6,,,UO_0000065,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
250,CHEMBL3289277,,None,428.41,0,2.41,4k,C=CCn1c(=O)/c(=C\c2ccccc2C(F)(F)F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',1500.0,nM,5.82,,,UO_0000065,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
251,CHEMBL3289278,,None,390.44,0,1.4,4l,C=CCn1c(=O)/c(=C\c2ccccc2OC)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',5100.0,nM,5.29,,,UO_0000065,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
252,CHEMBL3289279,,None,429.3,0,2.7,4m,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',500.0,nM,6.3,,,UO_0000065,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
253,CHEMBL3289282,,None,457.3,0,2.29,4p,C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
256,CHEMBL3289276,,None,378.4,0,1.53,4j,C=CCn1c(=O)/c(=C\c2ccccc2F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',45000.0,nM,4.35,,,UO_0000065,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
257,CHEMBL3289288,,None,389.24,0,2.04,4w,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c1=O,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
262,CHEMBL4224871,,None,433.51,0,0.98,9b,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)N3CCCC3)c2)[nH]c1=O,IC50,'=',324.9,nM,6.49,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
263,CHEMBL4640266,,None,401.4,0,2.05,17a,O=c1[nH]/c(=C\c2ccccn2)c(=O)[nH]/c1=C\c1cccc(Oc2ccc(F)cc2)c1,IC50,'=',49.1,nM,7.31,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
264,CHEMBL4640318,,None,430.44,0,2.25,14c,O=c1[nH]/c(=C\c2nc[nH]c2C2CC2)c(=O)[nH]/c1=C\c1cccc(Oc2ccc(F)cc2)c1,IC50,'=',15.2,nM,7.82,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
265,CHEMBL4637048,,None,442.45,0,1.69,14d,O=C(c1ccc(F)cc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C3CC3)[nH]c2=O)c1,IC50,'=',1.4,nM,8.85,,,UO_0000065,,,,,0,CHEMBL4629252,Cytotoxicity against human BxPC3 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307637,,
266,CHEMBL4637048,,None,442.45,0,1.69,14d,O=C(c1ccc(F)cc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C3CC3)[nH]c2=O)c1,IC50,'=',1.4,nM,8.85,,,UO_0000065,,,,,0,CHEMBL4629253,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307768,,
267,CHEMBL190059,,None,333.39,0,1.94,"6a, cyclo-L-Trp-L-Phe",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1ccccc1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2032597,Cytotoxicity against human K562 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308378,,
268,CHEMBL2031713,,None,325.41,0,2.22,13b,CC(C)=CCc1[nH]c2ccccc2c1C[C@H]1NC(=O)[C@H](C)NC1=O,IC50,'=',84300.0,nM,4.07,,,UO_0000065,,,,,0,CHEMBL2032599,Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
270,CHEMBL4226520,,None,429.48,0,1.3,14,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc[nH]3)c2)[nH]c1=O,IC50,'>',100.0,nM,,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
271,CHEMBL4227940,,None,446.53,0,2.03,13e,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3cccs3)c2)[nH]c1=O,IC50,'=',1.72,nM,8.76,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
272,CHEMBL4225376,,None,446.53,0,2.03,13d,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccsc3)c2)[nH]c1=O,IC50,'=',1.56,nM,8.81,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
273,CHEMBL4225066,,None,441.49,0,1.37,13c,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccncc3)c2)[nH]c1=O,IC50,'=',23.78,nM,7.62,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
277,CHEMBL2024101,,None,336.4,0,0.96,16,CCC(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',30.5,nM,7.52,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
278,CHEMBL2024103,,None,366.42,0,0.75,18,COc1cccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C(C)(C)C)[nH]c2=O)c1,IC50,'=',26.1,nM,7.58,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
279,CHEMBL2024104,,None,366.42,0,0.75,19,COc1ccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C(C)(C)C)[nH]c2=O)cc1,IC50,'=',6570.0,nM,5.18,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
283,CHEMBL2031705,,None,311.39,0,1.83,2b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)CNC1=O,IC50,'=',82400.0,nM,4.08,,,UO_0000065,,,,,0,CHEMBL2032598,Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
284,CHEMBL2031710,,None,325.41,0,2.22,10b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O,IC50,'=',89800.0,nM,4.05,,,UO_0000065,,,,,0,CHEMBL2032598,Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
285,CHEMBL2031705,,None,311.39,0,1.83,2b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)CNC1=O,IC50,'=',85200.0,nM,4.07,,,UO_0000065,,,,,0,CHEMBL2032599,Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
286,CHEMBL365348,,None,299.37,0,1.74,"3a, cyclo-L-Trp-L-Leu",CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2032597,Cytotoxicity against human K562 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308378,,
287,CHEMBL2024545,,None,370.84,0,1.39,34,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2Cl)[nH]c1=O,IC50,'=',46.3,nM,7.33,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
289,CHEMBL2048720,,None,458.49,0,2.11,16j,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc(F)cc3)c2)[nH]c1=O,IC50,'=',1.7,nM,8.77,,,UO_0000065,,,,,0,CHEMBL2051660,Cytotoxicity against human HeLa cells after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3308376,,
291,CHEMBL2024561,,None,440.5,0,1.97,1,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O,IC50,'=',0.63,nM,9.2,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
